,alpha
779,1.1769382956502137
780,1.1769382956502137
781,1.1769382956502137
782,1.1769382956502137
783,1.1769382956502137
784,1.1769382956502137
785,1.1851590466427901
786,1.180429996312858
787,1.180429996312858
788,1.180429996312858
789,1.186055468214598
790,1.186055468214598
791,1.1828051153388037
792,1.1725483795516285
793,1.1630687009547254
794,1.1630687009547254
795,1.1652478746687362
796,1.1652478746687362
797,1.1652478746687362
798,1.1676912517499407
799,1.1611514072270457
800,1.1573855685329844
801,1.1632614199505875
802,1.1632614199505875
803,1.167649473233511
804,1.167649473233511
805,1.167649473233511
806,1.1793645945746458
807,1.1793645945746458
808,1.179213644163669
809,1.179213644163669
810,1.179213644163669
811,1.1797302971052304
812,1.1797302971052304
813,1.179024237464005
814,1.1724932837342337
815,1.1724932837342337
816,1.1718171040738474
817,1.1718171040738474
818,1.1718171040738474
819,1.1718171040738474
820,1.1718171040738474
821,1.1692840069616015
822,1.1631320917963297
823,1.1631320917963297
824,1.1529724259092928
825,1.1651065443051094
826,1.1660284859637313
827,1.1660284859637313
828,1.1660284859637313
829,1.1660284859637313
830,1.161127560990717
831,1.161127560990717
832,1.1660076570208169
833,1.1660076570208169
834,1.1660076570208169
835,1.1739173966593817
836,1.1739173966593817
837,1.1739173966593817
838,1.1719713521901465
839,1.176836328331496
840,1.176836328331496
841,1.1824908510621277
842,1.1824908510621277
843,1.1824908510621277
844,1.1824908510621277
845,1.1824908510621277
846,1.1808942062822574
847,1.1790259342020646
848,1.1790259342020646
849,1.1790259342020646
850,1.1790259342020646
851,1.1754150096251381
852,1.1754150096251381
853,1.1766532747063791
854,1.173616332906341
855,1.173616332906341
856,1.173616332906341
857,1.1756195558787823
858,1.1744419005398858
859,1.1744419005398858
860,1.1744419005398858
861,1.1763675115212509
862,1.1710160336771156
863,1.1710160336771156
864,1.1710160336771156
865,1.1710160336771156
866,1.1710160336771156
867,1.1710160336771156
868,1.1687407718012486
869,1.1692059928649758
870,1.1692059928649758
871,1.1680142336062633
872,1.1680142336062633
873,1.1680142336062633
874,1.1710598017752005
875,1.1710598017752005
876,1.1710598017752005
877,1.1710598017752005
878,1.1710598017752005
879,1.1681826592926297
880,1.1658520843519247
881,1.1658520843519247
882,1.1658614566179866
883,1.1658614566179866
884,1.1658614566179866
885,1.1658614566179866
886,1.1658614566179866
887,1.1658614566179866
888,1.1658614566179866
889,1.1658614566179866
890,1.1658614566179866
891,1.1716117016236633
892,1.1776135772150513
893,1.1776135772150513
894,1.1776135772150513
895,1.1776135772150513
896,1.1776135772150513
897,1.1776135772150513
898,1.1700843140398791
899,1.1700843140398791
900,1.1700843140398791
901,1.1700843140398791
902,1.1684197792445146
903,1.1684197792445146
904,1.161250247803982
905,1.1683407270291564
906,1.178865470483291
907,1.178865470483291
908,1.178865470483291
909,1.178865470483291
910,1.178865470483291
911,1.178865470483291
912,1.179880117880434
913,1.1726978641580452
914,1.1790472267643597
915,1.1775859306561696
916,1.1775859306561696
917,1.1702332860623452
918,1.166803583267271
919,1.166803583267271
920,1.166803583267271
921,1.166803583267271
922,1.166803583267271
923,1.166803583267271
924,1.166803583267271
925,1.166803583267271
926,1.1761517851577024
927,1.1761517851577024
928,1.1823378930520705
929,1.1823378930520705
930,1.1823378930520705
931,1.1823378930520705
932,1.1823378930520705
933,1.181423460159909
934,1.1790389899534945
935,1.177299860000229
936,1.177299860000229
937,1.1763502762964166
938,1.1700572718809226
939,1.1836706626979927
940,1.1836706626979927
941,1.1836706626979927
942,1.179205793964075
943,1.17783315441841
944,1.1748733462670353
945,1.1748733462670353
946,1.171405878795948
947,1.171405878795948
948,1.171405878795948
949,1.165569326077482
950,1.1807416376269084
951,1.1807416376269084
952,1.1807416376269084
953,1.1807416376269084
954,1.1807416376269084
955,1.183402698747064
956,1.183402698747064
957,1.1851547972843353
958,1.1851547972843353
959,1.1712738199692885
960,1.1712738199692885
961,1.1719133637864996
962,1.1719133637864996
963,1.1789655855005294
964,1.1789655855005294
965,1.1789655855005294
966,1.1789655855005294
967,1.1789655855005294
968,1.1789655855005294
969,1.1789655855005294
970,1.189993162773085
971,1.1914820597026883
972,1.1914820597026883
973,1.1914820597026883
974,1.1927789600169663
975,1.1927789600169663
976,1.1828490821036037
977,1.1828490821036037
978,1.1828490821036037
979,1.1704807440160518
980,1.1704807440160518
981,1.1704807440160518
982,1.1748210110508914
983,1.1748210110508914
984,1.1748210110508914
985,1.1748210110508914
986,1.1727987726209448
987,1.1727987726209448
988,1.1643664388335742
989,1.1645499140629312
990,1.1645751848464332
991,1.1645751848464332
992,1.1688798315425093
993,1.1688798315425093
994,1.1688798315425093
995,1.1690332933830512
996,1.1690332933830512
997,1.174684895938334
998,1.1730332149752674
999,1.1749508641702298
1000,1.1792525576898323
1001,1.1792525576898323
1002,1.172608643497384
1003,1.178172157246689
1004,1.1752621979147835
1005,1.173017448962479
1006,1.173017448962479
1007,1.1807537418494787
1008,1.1764687517927006
1009,1.1764687517927006
1010,1.1764687517927006
1011,1.1832206739272493
1012,1.18002837182309
1013,1.18002837182309
1014,1.18002837182309
1015,1.18002837182309
1016,1.18002837182309
1017,1.1826221327164401
1018,1.1826221327164401
1019,1.1826221327164401
1020,1.1826221327164401
1021,1.1706443302499405
1022,1.1706443302499405
1023,1.1706443302499405
1024,1.1706443302499405
1025,1.1715494704932004
1026,1.1729988452538944
1027,1.1729988452538944
1028,1.1729988452538944
1029,1.1729988452538944
1030,1.1748409539158167
1031,1.1757318594399775
1032,1.1757318594399775
1033,1.1757318594399775
1034,1.1757318594399775
1035,1.1865273177897264
1036,1.175717450991553
1037,1.175717450991553
1038,1.1766330908372056
1039,1.1703067092600936
1040,1.166080604282081
1041,1.1737617453874785
1042,1.172892384513785
1043,1.1740893133280481
1044,1.1749772996607906
1045,1.1749772996607906
1046,1.1792360470064007
1047,1.1792360470064007
1048,1.1792360470064007
1049,1.1647492959696903
1050,1.1647492959696903
1051,1.172429658475453
1052,1.176105489384185
1053,1.176105489384185
1054,1.176105489384185
1055,1.176105489384185
1056,1.176105489384185
1057,1.1866414166516992
1058,1.182371726756655
1059,1.182371726756655
1060,1.182371726756655
1061,1.182371726756655
1062,1.182371726756655
1063,1.1819189415715163
1064,1.179261124570776
1065,1.1735330335348038
1066,1.1758315653236522
1067,1.1758315653236522
1068,1.1758315653236522
1069,1.187017088463114
1070,1.187017088463114
1071,1.183145916547298
1072,1.1715605098845803
1073,1.1701004892602085
1074,1.1701004892602085
1075,1.1701004892602085
1076,1.1701004892602085
1077,1.1691925296272354
1078,1.1691925296272354
1079,1.1649370744512655
1080,1.1649370744512655
1081,1.1724980826829716
1082,1.1633726899524932
1083,1.166312159694998
1084,1.166312159694998
1085,1.166312159694998
1086,1.1722671998279324
1087,1.1778840169165512
1088,1.1778840169165512
1089,1.1778840169165512
1090,1.1778840169165512
1091,1.1768419705055237
1092,1.1768419705055237
1093,1.172661742229451
1094,1.172661742229451
1095,1.173014731062785
1096,1.173491684852657
1097,1.173491684852657
1098,1.1756554227282037
1099,1.1756554227282037
1100,1.1756554227282037
1101,1.1782458703874445
1102,1.1782458703874445
1103,1.1782458703874445
1104,1.1740737491981441
1105,1.1740737491981441
1106,1.1801884128091853
1107,1.1803675445152533
1108,1.1780521864510642
1109,1.1780521864510642
1110,1.1780521864510642
1111,1.1819076647232014
1112,1.1805332358686664
1113,1.1805332358686664
1114,1.185972054005839
1115,1.1838469018167281
1116,1.1820290908256714
1117,1.1802274756454858
1118,1.1767930015576893
1119,1.1698211054102643
1120,1.1698211054102643
1121,1.1698211054102643
1122,1.1698211054102643
1123,1.1698211054102643
1124,1.1698211054102643
1125,1.1725810222091417
1126,1.1662547445565032
1127,1.1662547445565032
1128,1.1684634765982773
1129,1.1684634765982773
1130,1.1684634765982773
1131,1.1759453302550416
1132,1.1759453302550416
1133,1.1759453302550416
1134,1.1759453302550416
1135,1.1703782561386757
1136,1.1703782561386757
1137,1.1703782561386757
1138,1.1623740432649703
1139,1.1623740432649703
1140,1.1623740432649703
1141,1.1634778934700951
1142,1.1634778934700951
1143,1.1633957228149172
1144,1.1633957228149172
1145,1.1681652524965898
1146,1.1681652524965898
1147,1.1707237484363664
1148,1.1767821109571692
1149,1.1767821109571692
1150,1.1767821109571692
1151,1.1845845244030162
1152,1.1845845244030162
1153,1.184926929851298
1154,1.1746461224320635
1155,1.1746461224320635
1156,1.1746461224320635
1157,1.1779662635062977
1158,1.1692336778742152
1159,1.1607120263932478
1160,1.1675656050962513
1161,1.1653025393468268
1162,1.1653025393468268
1163,1.1657665030668258
1164,1.1771025834703825
1165,1.1731658893679249
1166,1.1731658893679249
1167,1.170284123304203
1168,1.170284123304203
1169,1.170284123304203
1170,1.170284123304203
1171,1.1694420376435974
1172,1.1733532793388517
1173,1.1735843782628685
1174,1.1735843782628685
1175,1.1821095569256206
1176,1.1821095569256206
1177,1.1811634963715858
1178,1.1811634963715858
1179,1.1811634963715858
1180,1.1811634963715858
1181,1.1774253877399707
1182,1.177542683891109
1183,1.171170561180523
1184,1.169697385722335
1185,1.169697385722335
1186,1.1673711743951949
1187,1.1673711743951949
1188,1.1673711743951949
1189,1.1673711743951949
1190,1.1735191458466492
1191,1.1735191458466492
1192,1.1735191458466492
1193,1.1661678931417159
1194,1.162372876039247
1195,1.163581990907079
1196,1.163581990907079
1197,1.166306612471095
1198,1.1642440259921354
1199,1.168644471417893
1200,1.17606005658121
1201,1.1739642598292208
1202,1.1739642598292208
1203,1.1739642598292208
1204,1.1769678570161561
1205,1.1705567365622498
1206,1.1705567365622498
1207,1.1705567365622498
1208,1.1735841636720248
1209,1.1735841636720248
1210,1.1735841636720248
1211,1.1756452524540497
1212,1.1756452524540497
1213,1.1691036964927783
1214,1.167852084131125
1215,1.167852084131125
1216,1.167852084131125
1217,1.179534622915983
1218,1.179534622915983
1219,1.179534622915983
1220,1.179534622915983
1221,1.179534622915983
1222,1.179534622915983
1223,1.179534622915983
1224,1.179534622915983
1225,1.1818060381756605
1226,1.1818060381756605
1227,1.1701817384205
1228,1.1701817384205
1229,1.1715444625152847
1230,1.1758083546179574
1231,1.1746276439400012
1232,1.1746276439400012
1233,1.1746276439400012
1234,1.1746276439400012
1235,1.1784030617556098
1236,1.1784030617556098
1237,1.1784030617556098
1238,1.1784030617556098
1239,1.1784030617556098
1240,1.1784030617556098
1241,1.1784030617556098
1242,1.1840448547355715
1243,1.1840448547355715
1244,1.1844374457823834
1245,1.1817631751183861
1246,1.1772259084125156
1247,1.1772259084125156
1248,1.1772259084125156
1249,1.1772259084125156
1250,1.1772259084125156
1251,1.1688832931198818
1252,1.1688832931198818
1253,1.1688832931198818
1254,1.1688832931198818
1255,1.1688832931198818
1256,1.1688832931198818
1257,1.1688832931198818
1258,1.1751500222014264
1259,1.1751500222014264
1260,1.1735847362989955
1261,1.1735847362989955
1262,1.1735847362989955
1263,1.1735847362989955
1264,1.1735847362989955
1265,1.1735847362989955
1266,1.1735847362989955
1267,1.1735847362989955
1268,1.1735847362989955
