,T_in,T_out,heatPower,Q_solar
389,268.73017684150363,268.45001220703125,975.0,274.6932373046875
390,268.80207330269303,268.45001220703125,977.5,274.6932373046875
391,268.86767935213527,268.45001220703125,980.0,274.6932373046875
392,268.9275624964912,268.45001220703125,982.5,274.6932373046875
393,268.9822389691746,268.45001220703125,985.0,274.6932373046875
394,269.0321784103701,268.45001220703125,987.5,274.6932373046875
395,269.07780808937883,268.45001220703125,990.0,274.6932373046875
396,269.11951673340513,269.04998779296875,992.5,597.2636108398438
397,269.2369274371185,269.04998779296875,995.0,597.2636108398438
398,269.3439151763688,269.04998779296875,997.5,597.2636108398438
399,269.44143775278286,269.04998779296875,1000.0,597.2636108398438
400,269.53035521804463,269.04998779296875,1002.5,597.2636108398438
401,269.6114459861468,269.04998779296875,1005.0,597.2636108398438
402,269.6854168069321,269.04998779296875,1007.5,597.2636108398438
403,269.75291016375667,269.04998779296875,1010.0,597.2636108398438
404,269.8145104041843,269.04998779296875,1012.5,597.2636108398438
405,269.8707491031518,269.04998779296875,1015.0,597.2636108398438
406,269.92210986563197,269.04998779296875,1017.5,597.2636108398438
407,269.96903266865064,269.04998779296875,1020.0,597.2636108398438
408,270.0119178018437,269.75,1022.5,189.36000061035156
409,270.08253290594666,269.75,1025.0,189.36000061035156
410,270.1469624702673,269.75,1027.5,189.36000061035156
411,270.2057714154489,269.75,1030.0,189.36000061035156
412,270.2594692080396,269.75,1032.5,189.36000061035156
413,270.30851775248317,269.75,1035.0,189.36000061035156
414,270.3533367150813,269.75,1037.5,189.36000061035156
415,270.3943077036649,269.75,1040.0,189.36000061035156
416,270.4317778326846,269.75,1042.5,189.36000061035156
417,270.4660628817412,269.75,1045.0,189.36000061035156
418,270.49745013881716,269.75,1047.5,189.36000061035156
419,270.52620097617864,269.75,1050.0,189.36000061035156
420,270.5525531900482,269.75,1052.5,473.3999938964844
421,270.5988446231816,269.75,1055.0,473.3999938964844
422,270.6411476488827,269.75,1057.5,473.3999938964844
423,270.6798269432107,269.75,1060.0,473.3999938964844
424,270.71521111964125,269.75,1062.5,473.3999938964844
425,270.7475980177335,269.75,1065.0,473.3999938964844
426,270.7772582072243,269.75,1067.5,473.3999938964844
427,270.80443770826537,269.75,1070.0,473.3999938964844
428,270.8293602989406,269.75,1072.5,473.3999938964844
429,270.85222955477644,269.75,1075.0,473.3999938964844
430,270.87323068287293,269.75,1077.5,473.3999938964844
431,270.8925321829394,269.75,1080.0,473.3999938964844
432,270.91028735576833,271.45001220703125,1082.5,244.58999633789062
433,271.0622324455147,271.45001220703125,1085.0,244.58999633789062
434,271.2006201237401,271.45001220703125,1087.5,244.58999633789062
435,271.32670347636997,271.45001220703125,1090.0,244.58999633789062
436,271.44160313392604,271.45001220703125,1092.5,244.58999633789062
437,271.5463316981082,271.45001220703125,1095.0,244.58999633789062
438,271.6418079503967,271.45001220703125,1097.5,244.58999633789062
439,271.72886691165667,271.45001220703125,1100.0,244.58999633789062
440,271.8082679685269,271.45001220703125,1102.5,244.58999633789062
441,271.88070189981266,271.45001220703125,1105.0,244.58999633789062
442,271.9467971378137,271.45001220703125,1107.5,244.58999633789062
443,272.00712541792404,271.45001220703125,1110.0,244.58999633789062
444,272.06220690185165,271.95001220703125,1112.5,347.1600036621094
445,272.16562575763345,271.95001220703125,1115.0,347.1600036621094
446,272.25989275151346,271.95001220703125,1117.5,347.1600036621094
447,272.34584519942615,271.95001220703125,1120.0,347.1600036621094
448,272.4242372833356,271.95001220703125,1122.5,347.1600036621094
449,272.4957524377088,271.95001220703125,1125.0,347.1600036621094
450,272.56101147948584,271.95001220703125,1127.5,347.1600036621094
451,272.62057888161934,271.95001220703125,1130.0,347.1600036621094
452,272.67496807894156,271.95001220703125,1132.5,347.1600036621094
453,272.72464615170253,271.95001220703125,1135.0,347.1600036621094
454,272.7700380352376,271.95001220703125,1137.5,347.1600036621094
455,272.8115303315371,271.95001220703125,1140.0,347.1600036621094
456,272.84947477044335,274.04998779296875,1142.5,236.6999969482422
457,273.0651035025884,274.04998779296875,1145.0,236.6999969482422
458,273.26141504413806,274.04998779296875,1147.5,236.6999969482422
459,273.4401921037587,274.04998779296875,1150.0,236.6999969482422
460,273.6030306707582,274.04998779296875,1152.5,236.6999969482422
461,273.7513735066685,274.04998779296875,1155.0,236.6999969482422
462,273.88652992273245,274.04998779296875,1157.5,236.6999969482422
463,274.0096899478237,274.04998779296875,1160.0,236.6999969482422
464,274.1219358497553,274.04998779296875,1162.5,236.6999969482422
465,274.22425212772566,274.04998779296875,1165.0,236.6999969482422
466,274.3175344282895,274.04998779296875,1167.5,236.6999969482422
467,274.4025975944619,274.04998779296875,1170.0,236.6999969482422
468,274.48018296639793,274.6499938964844,1172.5,31.559999465942383
469,274.58913550861854,274.6499938964844,1175.0,31.559999465942383
470,274.6884422611449,274.6499938964844,1177.5,31.559999465942383
471,274.7789817567397,274.6499938964844,1180.0,31.559999465942383
472,274.8615478175808,274.6499938964844,1182.5,31.559999465942383
473,274.93686070892386,274.6499938964844,1185.0,31.559999465942383
474,275.00557503053574,274.6499938964844,1187.5,31.559999465942383
475,275.06828608915043,274.6499938964844,1190.0,31.559999465942383
476,275.1255354073626,274.6499938964844,1192.5,31.559999465942383
477,275.1778156323191,274.6499938964844,1195.0,31.559999465942383
478,275.2255749647,274.6499938964844,1197.5,31.559999465942383
479,275.2692211749965,274.6499938964844,1200.0,31.559999465942383
480,275.309125252804,273.8500061035156,1202.5,0.0
481,275.2709706099067,273.8500061035156,1205.0,0.0
482,275.236477914334,273.8500061035156,1207.5,0.0
483,275.2053002137933,273.8500061035156,1210.0,0.0
484,275.1771325480462,273.8500061035156,1212.5,0.0
485,275.15170129064234,273.8500061035156,1215.0,0.0
486,275.1287588645974,273.8500061035156,1217.5,0.0
487,275.1080805133863,273.8500061035156,1220.0,0.0
488,275.08946192798544,273.8500061035156,1222.5,0.0
489,275.07271729001525,273.8500061035156,1225.0,0.0
490,275.0576775636786,273.8500061035156,1227.5,0.0
491,275.04418896762394,273.8500061035156,1230.0,0.0
492,275.03211159389446,273.6499938964844,1232.5,0.0
493,275.0032691118947,273.6499938964844,1235.0,0.0
494,274.97722898745644,273.6499938964844,1237.5,0.0
495,274.9537344306021,273.6499938964844,1240.0,0.0
496,274.93255439943096,273.6499938964844,1242.5,0.0
497,274.91347961657164,273.6499938964844,1245.0,0.0
498,274.89632001178916,273.6499938964844,1247.5,0.0
499,274.88090277694516,273.6499938964844,1250.0,0.0
500,274.8670707329487,273.6499938964844,1252.5,0.0
501,274.85468089285683,273.6499938964844,1255.0,0.0
502,274.8436031720573,273.6499938964844,1257.5,0.0
503,274.8337192210413,273.6499938964844,1260.0,0.0
504,274.82492136569306,273.04998779296875,1262.5,0.0
505,274.76296451538434,273.04998779296875,1265.0,0.0
506,274.70680936089434,273.04998779296875,1267.5,0.0
507,274.65592052808927,273.04998779296875,1270.0,0.0
508,274.6098186911623,273.04998779296875,1272.5,0.0
509,274.5680705338687,273.04998779296875,1275.0,0.0
510,274.5302828167265,273.04998779296875,1277.5,0.0
511,274.4960981243718,273.04998779296875,1280.0,0.0
512,274.46519140614487,273.04998779296875,1282.5,0.0
513,274.4372669752651,273.04998779296875,1285.0,0.0
514,274.4120558311053,273.04998779296875,1287.5,0.0
515,274.3893132417461,273.04998779296875,1290.0,0.0
516,274.36881655128747,272.6499938964844,1292.5,0.0
517,274.31426510161515,272.6499938964844,1295.0,0.0
518,274.2648411365109,272.6499938964844,1297.5,0.0
