Ward name,West End,Knightsbridge,Bromley,Croydon,Ealing,Shepherds Bush,Wood Green,Harrow,Romford,Uxbridge,Hounslow,Kingston,Ilford,Sutton,Barking,Edgware,Bexleyheath,Wembley,Kilburn,Orpington,Camden Town,Southall,Enfield Town,Eltham,Woolwich,Dalston,Fulham,Hammersmith,Chiswick,Angel,Nags Head,Kensington High Street ,King's Road (east),Brixton,Streatham,Catford,Lewisham,Wimbledon,East Ham,Stratford,Richmond,Peckham,Canary Wharf,Walthamstow,Clapham Junction,Putney,Tooting,Wandsworth,Queensway/ Westbourne Grove
Wandsworth - Graveney,9816.471112509515,7719.902287891683,12981.984813842755,7773.261669119944,15906.057307005667,9192.2318976258,19013.50375071905,20556.4290878099,29153.6278885715,25167.01386163027,14489.331091542144,9258.35892342409,22132.858656275286,7778.512354579328,20758.504649821418,21637.70539315141,21531.743557627666,16345.096149686016,12018.621090970852,19328.406552961045,12294.7158991767,16954.964933528037,25503.702700368598,15622.675058616205,17756.983486494395,14820.616750210444,5722.287864109116,7772.165270960674,9304.23126049967,12446.367409402037,11977.572711858631,7993.0897393800915,6155.069150138167,5151.792188402576,3201.524355260064,10529.777666814858,11058.807894766333,3725.1645711722244,19109.36727769557,17678.10836869802,9900.792934775602,8565.106984072854,13186.345832327062,20733.816619689835,3935.4672916565655,4727.7715297448785,1004.1807602294448,3139.8229786430225,9515.067554938236
Wandsworth - Latchmere,5590.58612753921,3426.45191290392,14053.409038903288,11194.506118685249,13857.130701832812,5898.61620392394,14738.4777400592,17569.594698986635,26546.85461878834,23640.175470098875,14563.446657552971,11379.419136203196,19264.39883423362,12074.439200405417,18201.763016173893,17764.13027435251,20952.411402357873,13398.888172665569,7885.749001643416,20657.824338507162,7990.645190393614,15559.184788964973,21239.051746176632,15078.480569313491,16158.689574154705,10923.553614990298,2844.5852039675788,4899.888080949252,7510.305479211194,8341.733141257926,8501.567105348679,4186.907800048831,2021.0311908061647,3391.6528169850753,5253.753870531177,10261.66381898012,10917.374696798499,6833.12240265931,16564.63592794459,14327.877018834206,9763.184323546664,6551.672835586845,10517.988636250097,16896.648713047776,629.1793810614874,3833.4855198568416,5288.871851594868,1791.6468176509318,5427.472472811058
Wandsworth - Nightingale,7396.7656760194095,5458.648794238483,12802.426561563138,9199.59633927084,15223.092753808196,7679.614362175268,16604.002890836025,19320.082132271757,27175.427270886714,24839.784062403476,14999.260974500565,10793.380903302432,20034.643426431136,10195.383735698668,18778.320181605413,19782.018102266884,20484.25055135182,15117.698449882057,9936.217038439972,19356.18352548621,9925.230406237477,16662.01648826261,23085.68789812428,14551.834862799235,16180.444225799642,12399.754431432028,4303.606304260147,6471.663221781241,8669.475470416342,10006.672329246901,9637.309590545556,6139.441339785797,4053.453217403358,3142.1702284334483,3392.042586099173,9531.521171669421,10141.070364640807,5640.306590032539,17127.07138307743,15398.58530793264,10217.537383331224,6667.029795124633,11116.059767012164,18330.449325437356,1905.6253748444185,4301.978511009284,3350.709356506693,1855.9100657875863,7468.903940709208
Wandsworth - Northcote,6820.483335934938,4675.601884892758,13633.315179715575,10139.069170454437,14329.02980325613,6725.57527897729,15989.621709777239,18368.869460791684,27285.434901800094,23991.715343067895,14382.859363526873,10601.477556223468,20069.63272812323,10815.613024928649,18904.913884098718,18864.82223821351,21058.358839927256,14168.168969615688,9068.709474169937,20207.862606385013,9249.669655581283,15833.796500461258,22487.755293984243,15139.115812474005,16550.68464730119,12045.363318678088,3362.9563565430685,5529.108176953565,7809.607708356484,9531.280241156563,9463.171353193475,5205.478521954919,3173.200215720752,3497.4675907309647,4342.192503221134,10179.442292839343,10808.329269802305,5751.621970416481,17257.738534021246,15274.525705257434,9579.334125269526,6950.835886186514,11214.00177944314,18008.520745481394,968.7940779681825,3591.6670776588685,4032.4477977175825,1118.131941169356,6583.913948661858
Wandsworth - Queenstown,4461.981379014885,2818.7553831164655,13604.294207731,11618.317889623837,14469.031292448206,6219.511392316874,13670.088632722607,17764.242180536246,25213.93712059583,24330.938407392012,15691.792149511717,12734.979034169239,17917.077449968852,13129.33930780072,16883.582811097243,17436.76561266728,19979.726342959893,13662.085220485007,7425.761609318878,20204.127591362172,7021.155202858664,16349.726150085446,20150.963320705665,14163.397191071706,14997.497259229558,9616.853258206986,3727.7755207102723,5517.218655037888,8360.626155598527,7110.266778819466,7140.55117266154,4281.521414839989,2106.1961788808353,2768.6102210318936,5596.269441502459,9513.916233985858,10186.324838436185,8151.561494814793,15251.372322437304,12966.845363715685,10916.87797153132,5458.660705302462,9213.299019152102,15584.096908247871,1988.7912471108698,5094.496241048195,6285.496685246491,3149.155055900808,5118.456795533773
Wandsworth - Roehampton,10309.40701891683,7536.727515498105,18703.71980431926,13377.76926783491,10332.898972755376,5888.730972288559,18456.44774919485,15588.297110793383,32367.21650172043,19321.430150513865,8879.888896212584,5999.816886653672,25027.117045705265,10884.240116801213,24064.556666104814,18038.820924833886,26587.16467498955,11501.940972933118,9986.167994975878,25144.268991724897,11847.55819523951,11120.655718514872,24830.161964442676,20659.82778346447,22042.506519218703,15999.858066866878,4001.2087901102936,4412.935911152618,4041.44579677154,13156.549806142946,14119.697048521199,6126.586677863668,6012.747890665527,9035.361564067416,8899.261754452744,15651.852194233074,16259.897874674183,4311.78684219384,22437.027073929217,19886.58357861064,4120.037615936139,12423.269939872089,16404.19579305803,21881.768635784985,5323.505745845075,2097.26238119123,6502.894913209858,4427.91386214517,7839.63417684779
Wandsworth - St. Mary's Park,4563.570352711273,2214.3489715136457,14828.366522941904,12376.763689502925,13192.287233024601,4991.288475641793,13616.617774470682,16604.88750667531,26166.97401338262,23048.920066014547,14513.520301651399,11952.42639711323,18823.023300526766,13243.923626187754,17885.584932710237,16582.564328683395,21247.76741829235,12471.745572402122,6669.945641635355,21433.481055821547,6838.339226554285,15067.128205359246,20121.67209610536,15442.334347896933,16192.996407490595,10079.191270932917,2501.647410425801,4233.8229974791075,7089.488746665683,7387.982100071292,7928.673598414864,3125.7883734803277,894.9710631610127,4001.023921272551,6397.03993374398,10793.583370180784,11464.760171625172,7767.0455583935045,16267.360865855355,13725.881014866078,9767.775423722847,6709.864342088185,10263.947753462271,16046.675766615586,1601.7982468883358,4125.736943234983,6493.227534995714,2703.503726738074,4229.4135104270135
Wandsworth - Shaftesbury,10047.112371863257,7841.428309216961,13528.307231131022,8099.464698191595,15534.18860968143,9040.852996405767,19218.259501426066,20291.394092393548,29667.27722987635,24721.65434819402,13953.490864435906,8684.672547280472,22620.650333816106,7606.1360489044255,21269.588422867884,21546.366251150113,22107.652167734534,16086.685446771113,12034.738642014632,19849.782457654175,12466.69200432863,16514.44590382336,25717.305020742984,16198.348378630624,18314.203595065723,15158.21746017823,5598.224285709593,7581.547068371566,8952.528096451633,12726.685385663393,12378.526168328268,7953.290343091076,6224.960217607911,5629.653784393153,3768.512342307416,11105.382578170553,11634.705445436786,3166.095973194223,19619.403269047332,18109.43914223251,9395.997830896795,9077.31234768848,13675.461148905308,21091.517812884245,4041.2899413732202,4410.364570234351,1166.3342034785842,3115.181811086496,9529.52734883337
Wandsworth - Southfields,8798.579812231705,6238.462473502962,15460.444007928047,10602.463314045692,13066.999931772461,6642.904409523751,17716.820393011192,17773.804629851515,29864.80390687854,22396.988274262905,12111.471850415388,8019.60916658484,22628.48287742378,9578.013653264368,21489.01643825081,19204.03606166078,23424.671296153665,13571.283888049069,9978.98567153924,21926.039706635325,10918.230498396197,14182.96569232934,24213.92689952199,17490.448064569737,19093.336367293174,14297.789551463331,3322.26122370326,5136.345338117846,6462.933965790681,11630.320471521205,11923.594820002903,5816.91225305632,4526.438651292351,6023.835964955351,5678.203874026224,12449.555753004926,13045.720932076534,3551.738253511463,19842.80620952994,17749.44758925016,7371.751373750132,9519.440883147914,13796.553765294582,20270.951942571053,2805.286457635011,1893.4553971834664,3685.2989429419454,1635.4338481895982,7509.0123688962885
Wandsworth - Thamesfield,7261.364807554862,4827.327415240603,14657.616976614587,10700.664992704029,13393.015060518544,6114.220128973713,16300.108712454647,17647.394450348183,28265.05493480233,22985.104076536663,13265.333652711002,9627.649901786965,21010.712794085914,10668.621213675833,19899.6156700937,18500.4905624031,22176.315972236778,13434.11329993079,8919.569113277868,21211.626247231583,9507.235528974781,14806.116110956887,22805.17669143286,16256.311434119078,17643.435169461838,12693.472377355734,2642.132479559455,4778.290149167646,6820.808381238141,10064.538674261246,10288.179748141745,4855.528721016584,3153.002449048784,4608.018582078077,5152.554581955738,11288.299107328503,11913.376643859427,5079.373199651386,18256.355664381597,16114.094491036987,8462.82127178952,8032.04145111166,12206.776202764997,18667.72174815388,1178.695275501415,2483.2017243700284,4138.781242143814,0.0,6414.424290167325
Wandsworth - Tooting,10747.475014616151,8707.427480846747,12676.27486017898,6939.648267737526,16687.67901312142,10161.39808190792,19954.099208703465,21455.1630513062,29609.72703761082,25823.09544630243,14895.935961461486,9245.005195306678,22673.75628026756,6846.6601605881115,21230.289409374243,22630.395279477612,21536.410714661186,17249.13879910826,13022.585961593733,18901.717913888042,13257.778417089134,17623.35632097893,26436.318483143128,15666.525795426149,18023.99676856213,15644.19142098142,6700.067524062428,8720.72124053117,10113.927283448891,13333.693894947733,12717.364492664667,8993.84796903655,7155.528257054063,5782.301296703969,3150.3407846365417,10593.367359919679,11080.282336435095,3654.8651396766427,19586.702532757252,18353.961301127256,10424.212013418459,9066.242401895084,13737.948232131974,21525.812518048308,4932.805953787779,5576.692438064943,0.0,4138.781242143814,10519.17845021012
Wandsworth - Wandsworth Common,7308.117842094781,5119.751041135445,13673.547393782983,9869.051770088343,14369.427703978476,6945.2740038862285,16468.99638023161,18545.59873935025,27703.417654964716,23971.061097164387,14170.321526548001,10195.405002709937,20505.752760971176,10346.478393003137,19316.794765923056,19193.312710867416,21288.265967688356,14336.717853203963,9455.381285425896,20225.74150349128,9719.706576631821,15791.43801714554,22968.83334210822,15360.204332987321,16877.622308578553,12537.107279162692,3514.399903425837,5678.184719017781,7804.908316941702,10024.388593280399,9936.007989668982,5520.499660355009,3568.3841204640316,3807.790339459778,4197.258430467978,10362.056502104058,10978.893417279414,5272.573884568628,17667.99593856994,15741.809083099204,9378.939533985415,7302.981724859389,11630.559299934437,18499.043187706702,1341.1698839176402,3437.815997455635,3594.4018778353757,985.9645454144771,6959.817649197299
Wandsworth - West Hill,8744.047214375452,6055.1441352001775,16481.065976235623,11669.979625019168,11984.82278215586,5817.7592233905625,17430.832328325756,16750.13494625436,30310.11100117674,21322.185598934808,11191.128499494083,7658.360558581708,23017.71509268202,10309.862859446735,21964.983966248135,18378.101170456055,24272.142316483896,12556.909273874706,9410.411570102253,22969.49943020836,10661.222831776704,13109.10464771433,23903.00259212306,18344.338779998958,19780.030635653882,14359.548644180617,2751.9034260843096,4272.613347456496,5385.496492722938,11606.333707576017,12193.344900118982,5261.170450900584,4371.073667555543,6739.416888959824,6731.064043491355,13338.88523295264,13949.697118777822,3949.6258555278273,20326.765559846455,18009.476565982124,6411.147608417302,10166.76422254434,14278.541371630195,20313.415384669617,3141.602918348779,867.0078752652379,4738.119720945523,2136.9140028206502,7003.190991356849
Wandsworth - West Putney,8378.392407653968,5631.219337576351,17080.549868132122,12495.101155028888,11199.994175370482,4988.162793605559,16865.464180878433,15892.745855652985,30276.633816687634,20627.912018397426,10805.610465537597,7892.114840374464,22944.582477970485,11141.52536518201,21968.434620411193,17535.376239093785,24637.288553504357,11696.126311251626,8695.587920559226,23604.31168452508,10136.722420075455,12423.70991104329,23313.212409780383,18724.29322338512,19982.665898318253,14046.547161326433,2151.57124724328,3434.223300247796,4586.713929495908,11242.038480394402,12053.064744189322,4587.249290119347,4016.2826452806894,7036.83888448354,7407.795050600239,13770.178169655697,14396.41494234307,4702.3982289359865,20340.200796183886,17839.54601674336,5997.555416322098,10366.115280166074,14306.954929723652,19970.319846768878,3252.765953210428,0.0,5576.692438064943,2483.2017243700284,6340.907222935316
Westminster - Abbey Road,3943.249413642794,4151.954802322112,19653.11988103265,18569.663988498534,11175.047334272862,4490.590379505658,8443.857093911982,12241.519451925988,25260.827051013282,20721.78746787397,15662.487360761652,15975.367268121137,17933.444674052007,19327.776481004104,17743.543514099634,10589.476965453825,23878.72347626665,8751.27903024956,752.1907693072172,26083.516588443275,2678.7010842495083,13852.172984468154,14755.747911556971,18657.16034019575,17917.649664222972,7778.576996438356,6578.329835080802,5712.51040635561,7973.186921293141,5155.43610926388,8026.099751729739,4071.995386421325,5574.356545624522,9360.928510578404,12548.103246622512,14992.867633815544,15662.736081090652,13268.401687848193,16355.579017851265,12382.029175737507,11819.936684004633,10270.54873505661,11366.046694860017,12851.956971729993,7800.526143724175,8656.863665184504,12729.578330678425,8671.270139587057,2325.728994229954
Westminster - Bayswater,3475.409210652465,2080.648370543305,18134.014907077977,16375.123554373593,10987.259931561215,2959.953178764561,10585.914978249068,13242.793308419426,26021.917603443348,20830.364347442544,14351.944324665274,13854.953255879545,18617.02179582212,16916.9610208026,18140.713107707008,12600.407074072202,23278.202805929177,9332.092816785054,2677.386019191401,24672.61364051878,4028.7159029269974,13388.35470570028,17004.776498482195,17776.534190046335,17603.46243549223,8734.936773972988,4199.708278488151,3709.134609454015,6445.065639016895,5851.3120102293215,7990.487648815592,1755.6135316044274,3218.1886076047494,7478.1149288335855,10375.129855716525,13675.685399482267,14356.531353498116,10877.481549374093,16642.139336644228,13132.335852890797,10127.141355196149,9058.464095853244,11127.169304244278,14327.573360261358,5441.113504337379,6315.82193404289,10352.897719348484,6268.727530931358,319.77731258373876
Westminster - Bryanston and Dorset Square,1693.6428651780934,2317.5207963229727,17268.41725012158,16447.025305196894,12773.189767549486,4924.563268445526,9189.239503602194,14477.9372589952,24061.828884961073,22540.41161054208,16313.004204702514,15518.699413603881,16659.69865325203,17756.5823765732,16220.97425091052,12936.059688221438,21729.500819617584,10786.337598666392,3063.206570340851,23704.210889653452,2395.9680986401727,15261.156446475821,15686.029862892105,16387.95687284308,15904.628517615916,6783.147469765756,5608.204776546736,5581.069379301386,8400.725443547106,3891.8193457435987,6139.3919608402175,3496.918660584152,4010.142072896954,7077.795874112791,10437.618085098946,12617.294596821313,13289.039394328503,12074.099865195454,14742.58191718317,11168.110636172054,12036.685449788403,7899.9880091958885,9373.528427411778,12457.902136116227,6109.980691954035,7756.982588480616,10991.261502941315,7144.115051991218,2204.922803685826
Westminster - Churchill,2559.138291251402,1326.012168980491,14792.240932567312,13507.549304646334,13879.20895243966,5488.462664212022,11731.742402614109,16566.79028605534,24358.80046872105,23781.10842315105,16056.366919163456,13956.126332109183,16977.796823181692,15060.454081615466,16158.290540194239,15719.170614052287,20282.782882736654,12592.762698304283,5693.780982566339,21334.338705354097,5047.439340405874,16027.413142754518,18225.201937879217,14638.234693242577,14889.220658797049,8030.964301700119,4178.689473844139,5294.577254299695,8322.59616751184,5345.004608157658,6039.578079974511,3467.3254551649406,2114.6622079085096,4224.250030837315,7497.648246900675,10367.186580077492,11048.777722074083,9799.075216722147,14566.993282129064,11775.36104937621,11413.698086039192,5835.684652737187,8670.050907902772,13996.23134970335,3565.110074582473,6079.533370889498,8229.087880307416,4720.796764775162,3649.590950706842
Westminster - Church Street,2740.8538694980166,2672.655102935041,18215.027288888446,17070.18984749313,11778.770163977313,4167.119225578333,9259.908752472373,13438.701120885624,24915.951021591027,21516.680069779286,15576.234734968908,15204.24477142316,17528.43502613014,18009.667990992955,17158.54487834061,12095.577014216578,22778.12796634093,9738.204137271994,2100.954780794971,24679.722023611193,2684.9926207455583,14309.662723234334,15703.056546216148,17429.572851516554,16942.3178745082,7523.540258258166,5472.446719926423,5050.8566496273115,7701.876528211298,4682.436852762509,7144.103184351716,3096.813117038542,4198.854002562028,7849.461441014047,11048.138618363972,13604.129009771408,14278.665579648008,12105.248796599286,15701.418429063871,12006.806567948626,11436.953943500153,8898.557407325423,10404.662387103539,13016.872464912693,6405.023385320964,7611.363096440335,11336.280734620124,7341.892985239964,1469.3200079146732
Westminster - Harrow Road,4255.589115550572,3314.4193278593225,19335.56472194936,17581.36958755378,10211.10677276024,2863.199598381628,10101.82001379713,12095.950995213523,26444.36700466689,19966.448813908293,14174.942424518704,14317.144190249635,19066.972301201145,17920.61915828045,18722.922014217023,11380.808142013597,24254.45287655675,8273.24139392667,1622.3515414758074,25859.340341623552,3997.1182370411093,12746.073517457891,16408.236103468207,18831.16819646225,18472.756133771603,9006.911369713262,5059.779490658953,4054.573454292705,6387.012197221753,6209.322703710512,8706.016300991787,2544.2147687147385,4382.983988287687,8712.081767098925,11591.838395869368,14834.269809569412,15513.84087883075,11738.67030612098,17269.52100644654,13534.136480764446,10207.89482899062,10179.600567880452,11946.719249295233,14337.597800187597,6582.635941841489,7081.002880875482,11454.916920834396,7334.110771419401,976.693251310864
Westminster - Hyde Park,2384.475077446724,910.4121076746354,16743.821340579347,15310.19590351755,12321.813698387657,4072.278691368603,10668.900726659564,14662.766463084323,25027.338428769555,22192.43067280527,15259.209466209219,14102.046832251468,17614.872473852254,16334.321861065597,17022.99197800287,13781.232172405653,21886.11153441288,10757.157565446245,3751.7162041603656,23268.559786001286,3876.7638376141895,14643.430142585645,17163.40734080353,16358.52418767315,16271.68268110317,7993.08497322926,4155.430451210947,4395.066832464962,7354.101522467312,5104.061782643742,6816.071898248455,2287.225702495339,2543.059259218541,6180.009909467468,9288.47011896004,12256.074884666108,12936.555448246787,10594.625822882952,15490.703142207509,12202.781582434536,10837.045355976123,7632.251307062537,9843.689724477455,13793.69426964584,4693.842546342177,6296.883513692372,9611.172123336073,5691.147823398154,1745.2907874504845
Westminster - Knightsbridge and Belgravia,2295.4234925492437,479.73703860216546,16034.0186643192,14630.493425378576,12855.725170957243,4516.390581028565,11060.695617723663,15348.095746485766,24801.30593927925,22744.91027182018,15492.569688520547,13979.673249259458,17393.37368990207,15823.404038118413,16717.767296058297,14496.617344442611,21313.386517296087,11410.147145043647,4466.461052365791,22566.845557541248,4267.728427376003,15108.252345716837,17565.418287496403,15739.78991190156,15777.201902393854,7987.59548613002,4017.1043241459943,4614.451435430281,7631.328032452294,5143.040822560227,6506.7355833051515,2579.916708314176,2164.0291667959295,5458.460040638562,8608.779964994073,11571.801721413021,12252.909190005163,10233.083010496932,15161.839608952983,12046.659412717536,10975.008163321278,6978.293296381864,9412.36373751514,13872.645630804776,4180.252270157811,6108.532627841902,9054.153511981012,5240.155569103894,2420.3561737097016
Westminster - Lancaster Gate,3209.8173381029774,1748.4741697322527,17789.90785203148,16088.535726223392,11293.592537804607,3180.478977003977,10626.032387895304,13588.91436122632,25804.952641015247,21146.90030423477,14533.770243691644,13864.381236798992,18396.50522174444,16733.140605491033,17890.028373645615,12902.357068625795,22950.03792177366,9674.384585144446,2935.8029706355364,24327.159148863742,3982.540270771275,13669.856866918903,17069.719278034176,17438.281833524143,17293.993382180724,8571.444489939,4107.048117064628,3803.2619335217705,6617.890885490466,5678.016652482223,7719.857562281568,1760.036611813616,2976.98659479219,7145.778297095577,10081.637810493992,13329.602186867338,14010.4636215244,10756.09058683728,16382.185695070295,12927.766697859217,10251.647636880654,8714.437804116573,10830.163386562515,14222.02205811358,5204.430888854037,6244.173233560853,10129.127816450598,6070.505540135115,663.1632600320295
Westminster - Little Venice,3338.684162876006,2797.5027542595194,18625.361835603722,17210.625438457995,11141.213499304546,3580.561272451037,9628.78651949392,12913.158423733586,25551.750682523165,20892.276319985285,14975.675712515651,14782.980189601787,18166.69779484244,17901.257860990612,17801.131355347803,11833.22857712548,23360.252361735656,9155.933819924252,1809.5704385308145,25119.135176136388,3223.9812225217247,13667.08748013328,16025.94686894516,17973.092725422805,17553.799994993646,8143.526790001503,5198.367134243843,4564.203880326165,7123.37679465105,5315.84585326204,7776.074081674643,2728.4336641976843,4149.356520501587,8129.307495174351,11194.338580190653,14063.26558438679,14740.564796767794,11878.144652989366,16343.065596748516,12641.805859272572,10890.787105097503,9378.439099453499,11022.826127340944,13579.818119747433,6376.5854024270375,7307.2486571642885,11303.120041337323,7242.42361338225,988.2122728660747
Westminster - Maida Vale,3740.944105383403,3467.57027229261,19223.612264797648,17882.583147632482,10926.526296092008,3791.3958884430235,9206.5019833362,12415.193196977212,25614.877820797014,20598.43258955697,15088.406513772075,15197.700666329347,18253.07093026738,18527.80529279051,17968.1925343669,11171.600706970099,23776.29543046132,8751.025361980639,1142.1475049941475,25698.706140823975,3096.653214911362,13526.231942318354,15549.92387817491,18450.951322047313,17903.883113065116,8150.630771489098,5761.966126788746,4938.938524583304,7315.414861038967,5401.91910113125,8061.219463849677,3255.7097827096645,4806.78733123194,8780.179372111861,11866.018024002255,14627.47273709794,15302.646446261868,12452.33288123523,16540.422155789445,12709.68015693774,11136.318353981975,9925.037916578694,11356.591853645921,13418.285623699787,7034.092113637566,7841.389933048827,11955.699258498504,7879.861943467736,1509.6081888855958
Westminster - Marylebone High Street,1368.8513836978473,2478.046228873765,17062.89640260913,16416.05285343572,13136.1041052469,5290.054135347004,9008.743752858474,14775.508447427206,23693.822468253285,22894.4193109024,16672.00671839483,15799.641980542472,16290.92624127181,17869.854848850955,15850.711344848243,13097.627747654604,21404.936575775442,11115.820752043852,3319.336697058387,23475.66765603801,2211.581779113199,15629.995026602859,15512.214635597204,16091.483769735287,15559.179122859276,6433.040284506974,5864.209909348548,5918.158373804733,8757.613359929337,3537.833990431834,5776.8409570445965,3822.8818532748433,4188.6090653911215,6990.991724249515,10420.060877535032,12383.089461855545,13052.090891714928,12265.458450547243,14373.419080696545,10802.226994099261,12377.392997405797,7659.436642989434,9022.853917910727,12139.271076174098,6233.778856626109,8006.831844902657,11079.969526370467,7295.674219907331,2574.1732627570927
