,susceptible,exposed,infected,recovered,symptomatic,hospitalized,critical,deceased,quarantine_S,quarantine_E,quarantine_I,contact_traced
2020-04-19,0.9955195087125637,0.00017456459561440024,0.00014658950016337456,0.0034465317595663634,0.0005595019090205136,9.847233598761039e-05,5.595019090205136e-05,2.6132283396237765e-05,0.0007765886497204729,0.0,0.0,0.0
2020-04-20,0.9954960096323848,0.00015777953834378484,0.0001398754772551284,0.0035181480039209894,0.0005304078097514469,0.00010182934744173347,5.7069194720092384e-05,2.7476002014574382e-05,0.0007463755466333651,0.0,0.0,0.0
2020-04-21,0.9954602015102075,0.00014994651161749764,0.00013539946198296428,0.003583050225367369,0.0005080277333906263,0.00010742436653193861,5.7069194720092384e-05,2.8787213615072978e-05,0.0007295904893627497,0.0,0.0,0.0
2020-04-22,0.9954221553803941,0.0001521845192535797,0.00012420942380255402,0.0036434764315415842,0.000495718691392175,0.00010742436653193861,5.595019090205136e-05,3.0081497560816393e-05,0.0007072104130019292,0.0,0.0,0.0
2020-04-23,0.9953874662620349,0.0001443514925272925,0.00013092344671080018,0.0036915935957173487,0.00048788566466588783,0.00010071034362369244,5.8188198538133415e-05,3.137302143981853e-05,0.0006870683442771906,0.0,0.0,0.0
2020-04-24,0.9953572531589477,0.00013539946198296428,0.00013092344671080018,0.0037609718324358925,0.0004655055883050673,9.06393092613232e-05,6.0426206174215464e-05,3.267044166623899e-05,0.0006747593022787394,0.0,0.0,0.0
2020-04-25,0.9953180880253163,0.00014770850398141558,0.00012420942380255402,0.003839302099698764,0.00042186443940146724,9.175831307936423e-05,5.8188198538133415e-05,3.397427276649216e-05,0.0006389511801014265,0.0,0.0,0.0
2020-04-26,0.9953035409756819,0.00013092344671080018,0.00011301938562214374,0.0038941332867827743,0.0004173884241293031,8.504429017111806e-05,5.7069194720092384e-05,3.527610148621264e-05,0.0006065000693782367,0.0,0.0,0.0
2020-04-27,0.995278922891685,0.00013428045816492326,0.00010630536271389758,0.003956797500593072,0.00038941332867827743,8.168727871699498e-05,5.3712183265969305e-05,3.655962386022747e-05,0.0005818819853813342,0.0,0.0,0.0
2020-04-28,0.9952375197504174,0.00014770850398141558,0.00010182934744173347,0.004004914664768836,0.0003759852828617851,7.944927108091293e-05,5.3712183265969305e-05,3.780345002166729e-05,0.0005527878861122674,0.0,0.0,0.0
2020-04-29,0.9952162586778746,0.00014323248870925148,9.511532453348731e-05,0.004065340870943052,0.0003502481950468415,8.056827489895396e-05,5.035517181184622e-05,3.898496906863321e-05,0.000534883825023611,0.0,0.0,0.0
2020-04-30,0.995199473620604,0.00012532842762059504,9.847233598761039e-05,0.00410674401221057,0.00034465317595663635,7.83302672628719e-05,4.811716417576417e-05,4.008435603344752e-05,0.0005057897257545442,0.0,0.0,0.0
2020-05-01,0.9951737365327891,0.00011749540089430785,9.511532453348731e-05,0.004149266157296129,0.0003457721797746774,7.049724053658471e-05,4.9236167993805195e-05,4.108796908852616e-05,0.0004990757028462981,0.0,0.0,0.0
2020-05-02,0.9951491184487922,0.00010966237416802066,0.00010071034362369244,0.004192907306199729,0.0003267491148679799,7.497325580874882e-05,4.699816035772314e-05,4.199015460697006e-05,0.00048452865321176476,0.0,0.0,0.0
2020-05-03,0.9951245003647953,0.00010630536271389758,9.511532453348731e-05,0.0042354294512852875,0.0003245111072318979,6.825923290050266e-05,4.699816035772314e-05,4.279341318887663e-05,0.0004744576188493955,0.0,0.0,0.0
2020-05-04,0.9951088343113427,9.847233598761039e-05,8.056827489895396e-05,0.004265642554372395,0.00033570114541230816,6.60212252644206e-05,4.5879156539682115e-05,4.350707243486238e-05,0.0004688625997591904,0.0,0.0,0.0
2020-05-05,0.995090930250254,9.287731689740525e-05,8.168727871699498e-05,0.004311521710912078,0.00031891608814169276,6.266421381029752e-05,4.252214508555903e-05,4.4145444553842636e-05,0.0004643865844870263,0.0,0.0,0.0
2020-05-06,0.9950797402120736,8.952030544328217e-05,7.049724053658471e-05,0.004339496806363103,0.00031444007286952864,6.825923290050266e-05,3.916513363143595e-05,4.472572386377255e-05,0.0004453635195803288,0.0,0.0,0.0
2020-05-07,0.995062955154803,8.168727871699498e-05,6.378321762833855e-05,0.004377542936176498,0.0003077260499612825,6.714022908246163e-05,4.028413744947698e-05,4.52663311459674e-05,0.00044648252339836984,0.0,0.0,0.0
2020-05-08,0.9950428130860782,7.497325580874882e-05,6.60212252644206e-05,0.0044223030888981395,0.000288702985054585,6.714022908246163e-05,3.916513363143595e-05,4.578526859467195e-05,0.00043417348139991856,0.0,0.0,0.0
2020-05-09,0.9950159569944452,8.504429017111806e-05,5.483118708401033e-05,0.004468182245437821,0.0002763939430561337,6.266421381029752e-05,3.8046129813394925e-05,4.6298564906208545e-05,0.00041850742794734416,0.0,0.0,0.0
2020-05-10,0.9950047669562648,7.83302672628719e-05,5.8188198538133415e-05,0.00449951435234297,0.00026184689342160036,6.154520999225649e-05,3.6927125995353894e-05,4.6818471831321455e-05,0.00038829432486023644,0.0,0.0,0.0
2020-05-11,0.9949891009028122,7.273524817266677e-05,5.930720235617444e-05,0.004529727455430078,0.00024953785142314903,6.60212252644206e-05,3.468911835927184e-05,4.735214723218973e-05,0.0003759852828617851,0.0,0.0,0.0
2020-05-12,0.9949723158455417,7.497325580874882e-05,5.2593179447928274e-05,0.004565535577607391,0.00023834781324273878,6.0426206174215464e-05,3.6927125995353894e-05,4.7900816014561436e-05,0.0003681522561354979,0.0,0.0,0.0
2020-05-13,0.994955530788271,7.161624435462574e-05,6.0426206174215464e-05,0.0046024627036027445,0.00022156275597212338,5.595019090205136e-05,3.3570114541230815e-05,4.846036621895482e-05,0.0003412961645025133,0.0,0.0,0.0
2020-05-14,0.9949454597539087,6.60212252644206e-05,5.595019090205136e-05,0.004634913814325935,0.00021484873306387722,5.035517181184622e-05,3.3570114541230815e-05,4.902277117371554e-05,0.0003267491148679799,0.0,0.0,0.0
2020-05-15,0.9949342697157283,6.490222144637958e-05,4.4760152721641084e-05,0.004659531898322837,0.00021596773688191824,4.811716417576417e-05,3.3570114541230815e-05,4.957834235032541e-05,0.0003177970843236517,0.0,0.0,0.0
2020-05-16,0.9949197226660937,6.378321762833855e-05,3.916513363143595e-05,0.004683030978501698,0.00021484873306387722,4.811716417576417e-05,3.245111072318979e-05,5.0117965380958904e-05,0.0003133210690514876,0.0,0.0,0.0
2020-05-17,0.9949118896393675,6.154520999225649e-05,4.1403141267518005e-05,0.004707649062498601,0.0001980636757932618,5.035517181184622e-05,3.0213103087107732e-05,5.063453926224858e-05,0.00030325003468911836,0.0,0.0,0.0
2020-05-18,0.9949029376088231,5.483118708401033e-05,4.028413744947698e-05,0.004736743161767668,0.00019023064906697462,4.4760152721641084e-05,3.133210690514876e-05,5.112347029613887e-05,0.00028982198887262604,0.0,0.0,0.0
2020-05-19,0.9948827955400984,6.378321762833855e-05,4.364114890360006e-05,0.004769194272490858,0.00016785057270615408,4.364114890360006e-05,3.0213103087107732e-05,5.1582510937304864e-05,0.0002719179277839696,0.0,0.0,0.0
2020-05-20,0.994874962513372,6.0426206174215464e-05,4.028413744947698e-05,0.004797169367941883,0.0001566605345257438,4.4760152721641084e-05,2.6856091632984652e-05,5.201124670343296e-05,0.0002506568552411901,0.0,0.0,0.0
2020-05-21,0.9948615344675557,6.154520999225649e-05,4.4760152721641084e-05,0.004822906455756827,0.0001398754772551284,4.4760152721641084e-05,2.5737087814943625e-05,5.241060128354536e-05,0.0002349908017886157,0.0,0.0,0.0
2020-05-22,0.9948481064217392,6.154520999225649e-05,4.364114890360006e-05,0.004840810516845483,0.0001398754772551284,4.252214508555903e-05,2.4618083996902597e-05,5.2782441427018105e-05,0.00022044375215408236,0.0,0.0,0.0
2020-05-23,0.9948380353873767,5.3712183265969305e-05,5.035517181184622e-05,0.004875499635204755,0.00011861440471234888,4.1403141267518005e-05,2.349908017886157e-05,5.3129463952849716e-05,0.00021596773688191824,0.0,0.0,0.0
2020-05-24,0.9948268453491963,4.699816035772314e-05,5.7069194720092384e-05,0.004894522700111452,0.00011078137798606169,4.252214508555903e-05,2.2380076360820542e-05,5.345469086871993e-05,0.00019470666433913872,0.0,0.0,0.0
2020-05-25,0.9948100602919258,5.483118708401033e-05,4.9236167993805195e-05,0.004909069749745986,0.0001152573932582258,3.8046129813394925e-05,2.4618083996902597e-05,5.376112056141548e-05,0.00019023064906697462,0.0,0.0,0.0
2020-05-26,0.9947966322461093,5.7069194720092384e-05,3.916513363143595e-05,0.0049258548070166015,0.00012197141616647196,3.6927125995353894e-05,2.349908017886157e-05,5.405127806569715e-05,0.00019582566815717976,0.0,0.0,0.0
